Accession;Org_location;Geo_Location;Country;USA;Host;Host family;Tissue_Specimen_Source;Collection_Date;Total Monthly Precipitation;Monthly Maximum Temperature;Monthly Minimum Temperature
KC466020;Turkey;Eastern Thrace, Turkey;Turkey;;Homo sapiens;Human;;08-08-2012;0.15;33.2;19.8
KC466021;Turkey;Eastern Thrace, Turkey;Turkey;;Homo sapiens;Human;;08-08-2012;0.15;33.2;19.8
OQ721130;USA;USA: Sacramento, California;USA;CA;Culex pipiens;Culicidae;pooled insects;24-08-2012;0;35;15.2
KY782124;USA;USA: Illinois, West Chicago suburbs;USA;IL;;Culicidae;;31-08-2012;5.07;28.9;18.1
KX547278;USA;USA: Albany Co., NY;USA;NY;Corvus brachyrhynchos;Bird;;17-09-2012;5.32;22.1;10.4
KX547168;USA;USA: Albany Co., NY;USA;NY;Haemorhous mexicanus;Bird;;27-09-2012;5.32;22.1;10.4
MH507612;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;29-10-2012;0.55;26;11.7
KJ433822;Turkey;MERSIN, Turkey;Turkey;;Homo sapiens;Human;;04-04-2013;5.31;23.1;
KJ433823;Turkey;MERSIN, Turkey;Turkey;;Homo sapiens;Human;;08-05-2013;2.95;;
KJ433824;Turkey;MERSIN, Turkey;Turkey;;Homo sapiens;Human;;15-05-2013;2.95;;
OQ721700;USA;USA: Sacramento, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;31-05-2013;0.37;28.4;12.6
MH507887;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;10-06-2013;0;34.6;19.3
OQ721793;USA;USA: Sacramento, California;USA;CA;Culex pipiens;Culicidae;pooled insects;21-06-2013;0.41;32.1;14.8
OQ721715;USA;USA: Sacramento, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;02-07-2013;0;34.6;15.6
KJ433837;Turkey;EDIRNE, Turkey;Turkey;;Ochlerotatus caspius;Culicidae;;08-07-2013;0.68;;17.7
MH507888;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;08-07-2013;0;38.6;23.2
OQ721431;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;16-07-2013;0;34.6;15.6
OQ721486;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;19-07-2013;0;34.6;15.6
OQ721268;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;22-07-2013;1.91;29.9;15.2
OQ721328;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;22-07-2013;1.91;29.9;15.2
OQ721332;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;22-07-2013;1.91;29.9;15.2
OQ721415;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;22-07-2013;1.91;29.9;15.2
OQ721520;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;22-07-2013;1.91;29.9;15.2
OQ721534;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;22-07-2013;1.91;29.9;15.2
OQ721599;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;22-07-2013;1.91;29.9;15.2
OQ721621;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;22-07-2013;1.91;29.9;15.2
OQ721779;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;22-07-2013;1.91;29.9;15.2
OQ721849;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;22-07-2013;1.91;29.9;15.2
OQ721467;USA;USA: Sacramento, California;USA;CA;;;tissue;24-07-2013;0;34.6;15.6
OQ721185;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;29-07-2013;1.91;29.9;15.2
OQ721276;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;29-07-2013;1.91;29.9;15.2
OQ721504;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;29-07-2013;1.91;29.9;15.2
OQ721549;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;29-07-2013;1.91;29.9;15.2
OQ721552;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;29-07-2013;1.91;29.9;15.2
OQ721713;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;29-07-2013;1.91;29.9;15.2
OQ721746;USA;USA: Sacramento, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;30-07-2013;0;34.6;15.6
OQ721147;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;05-08-2013;0.57;30.4;14.2
OQ721495;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;05-08-2013;0.57;30.4;14.2
OQ721557;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;05-08-2013;0.57;30.4;14.2
OQ721443;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;12-08-2013;0.57;30.4;14.2
OQ721474;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;12-08-2013;0.57;30.4;14.2
OQ721521;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;12-08-2013;0.57;30.4;14.2
OQ721608;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;12-08-2013;0.57;30.4;14.2
OQ721681;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;12-08-2013;0.57;30.4;14.2
OQ721729;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;12-08-2013;0.57;30.4;14.2
OQ721771;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;12-08-2013;0.57;30.4;14.2
OQ721786;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;12-08-2013;0.57;30.4;14.2
OQ721354;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;19-08-2013;0.57;30.4;14.2
OQ721532;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;19-08-2013;0.57;30.4;14.2
OQ721576;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;19-08-2013;0.57;30.4;14.2
OQ721809;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;19-08-2013;0.57;30.4;14.2
OQ721282;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;23-08-2013;0;33.1;15.3
OQ721154;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;26-08-2013;0.57;30.4;14.2
OQ721203;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;26-08-2013;0.57;30.4;14.2
OQ721356;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;26-08-2013;0.57;30.4;14.2
OQ721407;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;26-08-2013;0.57;30.4;14.2
OQ721738;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;26-08-2013;0.57;30.4;14.2
OQ721754;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;26-08-2013;0.57;30.4;14.2
OQ721787;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;26-08-2013;0.57;30.4;14.2
OQ721846;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;26-08-2013;0.57;30.4;14.2
OQ721242;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;02-09-2013;6.09;25.2;11.6
OQ721287;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;02-09-2013;6.09;25.2;11.6
OQ721497;USA;USA: Sacramento, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;18-09-2013;0.6;29.8;14.2
KJ433825;Turkey;MERSIN, Turkey;Turkey;;Homo sapiens;Human;;19-09-2013;1.27;31.9;22.7
MH507653;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;01-11-2013;0.66;20.4;8.2
MH507655;USA;USA: San_Diego,California;USA;CA;Accipitridae;Bird;tissue;07-11-2013;0.66;20.4;8.2
KJ433826;Turkey;MERSIN, Turkey;Turkey;;Homo sapiens;Human;;04-12-2013;1.1;16.6;
KP400657;Turkey;ANKARA CENTRAL, Turkey;Turkey;;Homo sapiens;Human;blood;07-04-2014;1.59;19.8;
KP400659;Turkey;ANKARA CENTRAL, Turkey;Turkey;;Homo sapiens;Human;blood;07-04-2014;1.59;19.8;
KP400662;Turkey;ANKARA CENTRAL, Turkey;Turkey;;Homo sapiens;Human;blood;13-05-2014;1.59;19.8;
OQ721801;USA;USA: Sacramento, California;USA;CA;Aphelocoma californica;Bird;tissue;15-06-2014;0;33;14.4
KP400663;Turkey;ANKARA CENTRAL, Turkey;Turkey;;Homo sapiens;Human;blood;16-06-2014;2.68;26.3;
OQ721773;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;24-06-2014;0;33;14.4
OQ721378;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;01-07-2014;0.02;34.5;16.8
OQ721548;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;03-07-2014;0.02;34.5;16.8
OQ721234;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;10-07-2014;0.02;34.5;16.8
OQ721519;USA;USA: Sacramento, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;10-07-2014;0.02;34.5;16.8
OQ721655;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;14-07-2014;0.1;30.5;17.5
MH507657;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;17-07-2014;0.1;30.5;17.5
MH508032;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;18-07-2014;0;37.7;23.7
OQ721277;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;24-07-2014;0.02;34.5;16.8
OQ721665;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;28-07-2014;3.06;29.7;14.8
OQ721219;USA;USA: Sacramento, California;USA;CA;Culex pipiens;Culicidae;pooled insects;31-07-2014;0.02;34.5;16.8
OQ721412;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;04-08-2014;0.59;28.7;13.3
OQ721642;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;04-08-2014;0.59;28.7;13.3
OQ721686;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;04-08-2014;0.59;28.7;13.3
KP400660;Turkey;ANKARA CENTRAL, Turkey;Turkey;;Homo sapiens;Human;blood;07-08-2014;0.34;32.2;18.3
KP400661;Turkey;ANKARA CENTRAL, Turkey;Turkey;;Homo sapiens;Human;urine;07-08-2014;0.34;32.2;18.3
OQ721137;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;11-08-2014;0.59;28.7;13.3
OQ721515;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;11-08-2014;0.59;28.7;13.3
OQ721559;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;11-08-2014;0.59;28.7;13.3
OQ721564;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;11-08-2014;0.59;28.7;13.3
OQ721200;USA;USA: Sacramento, California;USA;CA;Aphelocoma californica;Bird;tissue;12-08-2014;0.01;32.7;16
MH507658;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;13-08-2014;0.3;29.8;16.9
MH507960;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;13-08-2014;0.3;29.8;16.9
OQ721439;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;18-08-2014;0.59;28.7;13.3
OQ721490;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;18-08-2014;0.59;28.7;13.3
OQ721698;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;18-08-2014;0.59;28.7;13.3
OQ721611;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;25-08-2014;0.59;28.7;13.3
KP400658;Turkey;ANKARA CENTRAL, Turkey;Turkey;;Homo sapiens;Human;blood;27-08-2014;0.34;32.2;18.3
OQ721414;USA;USA: Sacramento, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;04-09-2014;0.54;31.9;15.2
OQ721823;USA;USA: Sacramento, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;07-09-2014;0.54;31.9;15.2
OQ721323;USA;USA: Sacramento, California;USA;CA;;;tissue;11-09-2014;0.54;31.9;15.2
MH507961;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;23-09-2014;0.13;30.2;16.9
OQ721151;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;29-09-2014;0.13;30.2;16.9
OQ721166;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;02-10-2014;0;27.3;13.1
MH507662;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;03-10-2014;0;27.3;13.1
MH507619;USA;USA: San_Diego,California;USA;CA;Accipitridae;Bird;tissue;28-10-2014;0;27.3;13.1
MH507663;USA;USA: San_Diego,California;USA;CA;Accipitridae;Bird;tissue;28-10-2014;0;27.3;13.1
MH507621;USA;USA: San_Diego,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;31-10-2014;0;27.3;13.1
OQ721220;USA;USA: San Diego, California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;07-11-2014;0.69;22.1;9
MH507962;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;10-11-2014;0.69;22.1;9
MH507666;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;17-11-2014;0.69;22.1;9
MH507964;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;17-11-2014;0.69;22.1;9
OQ721671;USA;USA: San Diego, California;USA;CA;Corvus;Bird;tissue;16-12-2014;3.64;17;6.7
MH507668;USA;USA: San_Diego,California;USA;CA;Corvus;Bird;tissue;18-12-2014;3.64;17;6.7
MH507669;USA;USA: San_Diego,California;USA;CA;Corvus;Bird;tissue;18-12-2014;3.64;17;6.7
MH507965;USA;USA: San_Diego,California;USA;CA;Accipitridae;Bird;tissue;18-12-2014;3.64;17;6.7
MH507966;USA;USA: San_Diego,California;USA;CA;Corvus;Bird;tissue;18-12-2014;3.64;17;6.7
MH507670;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;16-04-2015;0.32;22.2;9.1
MH507967;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;16-04-2015;0.32;22.2;9.1
MH507968;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;28-04-2015;0.32;22.2;9.1
OQ721275;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;11-05-2015;1.63;20.6;10.8
MH507969;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;05-06-2015;0.06;28.1;15.5
OQ721365;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;29-06-2015;1.15;;
MH507970;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;02-07-2015;1.31;28.4;16.4
MH507971;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;02-07-2015;1.31;28.4;16.4
OQ721641;USA;USA: Sacramento, California;USA;CA;Culex pipiens;Culicidae;pooled insects;07-07-2015;0;33.9;16.9
OQ721339;USA;USA: San Diego, California;USA;CA;Aphelocoma;Bird;tissue;09-07-2015;1.31;28.4;16.4
MH507972;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;21-07-2015;1.31;28.4;16.4
OQ721513;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;27-07-2015;1.69;;
MH507973;USA;USA: San_Diego,California;USA;CA;Aphelocoma;Bird;tissue;28-07-2015;1.31;28.4;16.4
MH508033;USA;USA: Arvin,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;28-07-2015;0.69;37.9;21.6
KU958168;Turkey;Kirklareli, Thrace, Turkey;Turkey;;Culex pipiens ;Culicidae;;03-08-2015;0.67;32.5;21.9
OQ721171;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;03-08-2015;0.02;31.4;18.1
OQ721189;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;03-08-2015;0.69;;
OQ721309;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;03-08-2015;0.69;;
OQ721215;USA;USA: Sacramento, California;USA;CA;Aphelocoma californica;Bird;tissue;06-08-2015;0;33.8;16.1
MH507974;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;07-08-2015;0.02;31.4;18.1
OQ721250;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;10-08-2015;0.69;;
OQ721403;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;17-08-2015;0.02;31.4;18.1
OQ721565;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;17-08-2015;0.69;;
MH507677;USA;USA: San_Diego,California;USA;CA;Accipiter striatus;Bird;tissue;18-08-2015;0.02;31.4;18.1
OQ721538;USA;USA: San Diego, California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;21-08-2015;0.02;31.4;18.1
OQ721210;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;24-08-2015;0.69;;
OQ721221;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;24-08-2015;0.69;;
OQ721505;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;24-08-2015;0.69;;
OQ721541;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;24-08-2015;0.69;;
OQ721767;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;24-08-2015;0.02;31.4;18.1
MH507679;USA;USA: San_Diego,California;USA;CA;;Culicidae;pooled insects;28-08-2015;0.02;31.4;18.1
MH507976;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;28-08-2015;0.02;31.4;18.1
OQ721338;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;31-08-2015;0.69;;
OQ721524;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;31-08-2015;0.69;;
OQ721804;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;03-09-2015;0.97;30;17.4
MH507977;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;04-09-2015;0.97;30;17.4
OQ721408;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;07-09-2015;0.2;;
OQ721522;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;08-09-2015;0.97;30;17.4
OQ721856;USA;USA: Sacramento, California;USA;CA;Culex pipiens;Culicidae;pooled insects;09-09-2015;0.02;31.9;14.6
OQ721217;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;10-09-2015;0.97;30;17.4
OQ721318;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;10-09-2015;0.97;30;17.4
OQ721342;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;14-09-2015;0.2;;
OQ721780;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;14-09-2015;0.2;;
OQ721205;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;22-09-2015;0.97;30;17.4
OQ721561;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;22-09-2015;0.97;30;17.4
OQ721571;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;22-09-2015;0.97;30;17.4
OQ721840;USA;USA: Sacramento, California;USA;CA;;;tissue;24-09-2015;0.02;31.9;14.6
OQ721696;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;28-09-2015;0.97;30;17.4
OQ721685;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;01-10-2015;0.64;26.4;14.4
MH507616;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;02-10-2015;0.64;26.4;14.4
OQ721237;USA;USA: Sacramento, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;04-10-2015;0.31;28.9;13.1
MH507978;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;06-10-2015;0.64;26.4;14.4
OQ721493;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;07-10-2015;0.64;26.4;14.4
MH507979;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;09-10-2015;0.64;26.4;14.4
MH507980;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;13-10-2015;0.64;26.4;14.4
MH507981;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;20-10-2015;0.64;26.4;14.4
OQ721280;USA;USA: San Diego, California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;20-10-2015;0.64;26.4;14.4
OQ721572;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;02-11-2015;1.15;20.1;7
MH507698;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;10-11-2015;1.15;20.1;7
OQ721670;USA;USA: San Diego, California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;13-11-2015;1.15;20.1;7
OQ721600;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;16-11-2015;1.15;20.1;7
MH507982;USA;USA: San_Diego,California;USA;CA;Accipiter striatus;Bird;tissue;16-12-2015;1.75;16.6;4.2
MH507983;USA;USA: San_Diego,California;USA;CA;Buteo lineatus;Bird;tissue;30-12-2015;1.75;16.6;4.2
MH507701;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;03-02-2016;0.56;22.7;8.1
OQ721601;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;28-02-2016;0.56;22.7;8.1
MH507986;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;14-04-2016;0.92;21.8;9.3
OQ721628;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;28-04-2016;0.92;21.8;9.3
MH507987;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;02-05-2016;0.52;21.4;10.9
OQ721832;USA;USA: San Diego, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;16-05-2016;0.52;21.4;10.9
OQ721799;USA;USA: Sacramento, California;USA;CA;;;tissue;19-05-2016;0.58;28;12.6
MF361269;Turkey;Aegean Region, Turkey;Turkey;;Culex pipiens;Culicidae;;14-06-2016;0.78;32.3;16.3
OQ721361;USA;USA: Sacramento, California;USA;CA;Culex pipiens;Culicidae;pooled insects;14-06-2016;0;33.2;14.7
OQ721331;USA;USA: Sacramento, California;USA;CA;Aphelocoma californica;Bird;tissue;15-06-2016;0;33.2;14.7
OQ721764;USA;USA: Sacramento, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;20-06-2016;0;33.2;14.7
OQ721781;USA;USA: Sacramento, California;USA;CA;Euphagus cyanocephalus;Bird;tissue;22-06-2016;0;33.2;14.7
OQ721426;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;27-06-2016;0.05;30.4;13.3
OQ721502;USA;USA: Sacramento, California;USA;CA;Culex pipiens;Culicidae;pooled insects;28-06-2016;0;33.2;14.7
OQ721399;USA;USA: Sacramento, California;USA;CA;;;tissue;30-06-2016;0;33.2;14.7
OQ721131;USA;USA: Sacramento, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;10-07-2016;0;34.4;15.6
OQ721336;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;18-07-2016;0.91;31.8;15.3
OQ721687;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;25-07-2016;0.91;31.8;15.3
OQ721598;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;26-07-2016;0;34.4;15.6
OZ200913;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;26-07-2016;3.37;29.6;17.7
OZ201630;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;26-07-2016;3.37;29.6;17.7
OZ201631;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;26-07-2016;3.37;29.6;17.7
OZ201637;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;26-07-2016;3.37;29.6;17.7
OZ201900;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;26-07-2016;3.37;29.6;17.7
OZ201621;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;27-07-2016;3.37;29.6;17.7
OZ201627;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;27-07-2016;3.37;29.6;17.7
OZ201632;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;27-07-2016;3.37;29.6;17.7
OZ201901;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;27-07-2016;3.37;29.6;17.7
OZ201902;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;27-07-2016;3.37;29.6;17.7
OZ201912;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;27-07-2016;3.37;29.6;17.7
OZ201820;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;28-07-2016;3.37;29.6;17.7
OQ721471;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;29-07-2016;0;34.4;15.6
OZ201814;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;03-08-2016;3.98;29.3;17.7
OZ201890;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;03-08-2016;3.98;29.3;17.7
OZ201812;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;04-08-2016;3.98;29.3;17.7
OZ201826;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;04-08-2016;3.98;29.3;17.7
OZ201835;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;04-08-2016;3.98;29.3;17.7
