Accession;Org_location;Geo_Location;Country;USA;Host;Host family;Tissue_Specimen_Source;Collection_Date;Total Monthly Precipitation;Monthly Maximum Temperature;Monthly Minimum Temperature
OQ721784;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;09-07-2010;0;33.3;14.3
OQ721335;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;13-07-2010;0;33.3;14.3
OQ721143;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;24-07-2010;0;33.3;14.3
OQ721470;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;22-07-2011;0;32.5;15.5
OQ721833;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;09-08-2011;0;33.3;14.4
OQ721322;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;18-08-2011;0;33.3;14.4
OQ721592;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;25-08-2011;0;33.3;14.4
OQ721316;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;31-08-2011;0;33.3;14.4
OQ721241;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;08-09-2011;0;33.1;14.6
OQ721247;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;14-06-2012;0.06;30.9;13.6
OQ721836;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;21-06-2012;0.06;30.9;13.6
OQ721802;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;12-07-2012;0.02;33.6;14.8
OQ721587;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;31-07-2012;0.02;33.6;14.8
OQ721431;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;16-07-2013;0;34.6;15.6
OQ721486;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;19-07-2013;0;34.6;15.6
OQ721282;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;23-08-2013;0;33.1;15.3
OQ721773;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;24-06-2014;0;33;14.4
OQ721378;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;01-07-2014;0.02;34.5;16.8
OQ721548;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;03-07-2014;0.02;34.5;16.8
OQ721234;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;10-07-2014;0.02;34.5;16.8
OQ721277;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;24-07-2014;0.02;34.5;16.8
OQ721598;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;26-07-2016;0;34.4;15.6
OQ721471;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;29-07-2016;0;34.4;15.6
OQ721702;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;09-08-2016;0;33.5;14.5
OQ721578;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;01-08-2017;0;34.6;16.7
OQ721656;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;03-08-2017;0;34.6;16.7
OQ721832;USA;USA: San Diego, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;16-05-2016;0.52;21.4;10.9
MH507897;USA;USA: Arvin,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;11-08-2004;;;
MH507992;USA;USA: Arvin,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;15-07-2009;;;
MH508009;USA;USA: Arvin,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;18-08-2010;;;
MH508010;USA;USA: Arvin,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;25-08-2010;;;
MH508024;USA;USA: Arvin,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;04-08-2011;0;37.1;19.2
MH508025;USA;USA: Arvin,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;04-08-2011;0;37.1;19.2
MH508026;USA;USA: Arvin,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;18-08-2011;0;37.1;19.2
MH508033;USA;USA: Arvin,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;28-07-2015;0.69;37.9;21.6
MH507905;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;21-06-2005;0;30.7;15.7
MH507909;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;06-07-2005;0;38.4;23.3
MH507910;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;06-07-2005;0;38.4;23.3
MH507915;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;19-07-2005;0;38.4;23.3
MH507916;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;11-07-2006;0;38.4;23.7
MH507917;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;11-07-2006;0;38.4;23.7
MH507918;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;11-07-2006;0;38.4;23.7
MH507919;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;11-07-2006;0;38.4;23.7
MH507931;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;05-06-2007;0;33.6;18.5
MH507932;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;06-06-2007;0;33.6;18.5
MH507947;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;30-06-2009;0.06;31.7;18.3
MH507988;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;01-07-2009;0;37.9;22.6
MH507989;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;14-07-2009;0;37.9;22.6
MH508002;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;01-07-2010;0;36.6;21.2
MH508003;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;01-07-2010;0;36.6;21.2
MH508014;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;08-06-2011;0.08;32.2;16.8
MH508015;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;07-07-2011;0;36.5;21
MH508017;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;13-07-2011;0;36.5;21
MH508018;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;13-07-2011;0;36.5;21
MH508019;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;13-07-2011;0;36.5;21
MH508020;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;13-07-2011;0;36.5;21
MH508021;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;13-07-2011;0;36.5;21
MH508029;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;18-07-2012;0.02;36.2;20.5
OQ721268;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;22-07-2013;1.91;29.9;15.2
OQ721332;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;22-07-2013;1.91;29.9;15.2
OQ721415;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;22-07-2013;1.91;29.9;15.2
OQ721520;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;22-07-2013;1.91;29.9;15.2
OQ721534;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;22-07-2013;1.91;29.9;15.2
OQ721599;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;22-07-2013;1.91;29.9;15.2
OQ721779;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;22-07-2013;1.91;29.9;15.2
OQ721849;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;22-07-2013;1.91;29.9;15.2
OQ721185;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;29-07-2013;1.91;29.9;15.2
OQ721276;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;29-07-2013;1.91;29.9;15.2
OQ721504;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;29-07-2013;1.91;29.9;15.2
OQ721549;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;29-07-2013;1.91;29.9;15.2
OQ721552;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;29-07-2013;1.91;29.9;15.2
OQ721713;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;29-07-2013;1.91;29.9;15.2
OQ721147;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;05-08-2013;0.57;30.4;14.2
OQ721557;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;05-08-2013;0.57;30.4;14.2
OQ721443;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;12-08-2013;0.57;30.4;14.2
OQ721474;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;12-08-2013;0.57;30.4;14.2
OQ721608;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;12-08-2013;0.57;30.4;14.2
OQ721681;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;12-08-2013;0.57;30.4;14.2
OQ721771;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;12-08-2013;0.57;30.4;14.2
OQ721786;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;12-08-2013;0.57;30.4;14.2
OQ721354;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;19-08-2013;0.57;30.4;14.2
OQ721532;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;19-08-2013;0.57;30.4;14.2
OQ721576;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;19-08-2013;0.57;30.4;14.2
OQ721809;USA;USA: Larimer, Colorado;USA;CO;Culex tarsalis;Culicidae;pooled insects;19-08-2013;0.57;30.4;14.2
OZ201385;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;31-07-2017;4.51;27.5;16.8
OZ201372;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;14-09-2017;2.18;24.6;13.7
OZ201457;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;31-07-2018;5.25;29;17.9
OZ201437;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;22-08-2018;5.8;28.6;18.9
OZ201794;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;28-08-2018;5.8;28.6;18.9
OZ201307;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;29-08-2018;5.8;28.6;18.9
OZ201394;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;29-08-2018;5.8;28.6;18.9
OZ201479;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;05-09-2018;8.68;23.5;14.9
OZ201563;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;05-09-2018;8.68;23.5;14.9
OZ201549;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;06-09-2018;8.68;23.5;14.9
OZ201641;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;06-09-2018;8.68;23.5;14.9
OZ201649;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;06-09-2018;8.68;23.5;14.9
OZ201786;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;06-09-2018;8.68;23.5;14.9
OZ201896;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;06-09-2018;8.68;23.5;14.9
OZ201903;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;06-09-2018;8.68;23.5;14.9
OZ201908;USA;USA:Connecticut;USA;CT;Culiseta melanura;Culicidae;;06-09-2018;8.68;23.5;14.9
OZ201785;USA;USA:Connecticut;USA;CT;Ochlerotatus canadensis;Culicidae;;02-08-2017;2.67;26.6;15.2
OZ201518;USA;USA:Connecticut;USA;CT;Ochlerotatus canadensis;Culicidae;;25-07-2018;5.25;29;17.9
KJ433837;Turkey;EDIRNE, Turkey;Turkey;;Ochlerotatus caspius;Culicidae;;08-07-2013;0.68;;17.7
KC290934;Turkey;Eastern Thrace, Turkey;Turkey;;Ochlerotatus caspius;Culicidae;;05-07-2012;0.05;34.1;21.3
KC290936;Turkey;Eastern Thrace, Turkey;Turkey;;Ochlerotatus caspius;Culicidae;;05-07-2012;0.05;34.1;21.3
KC290937;Turkey;Eastern Thrace, Turkey;Turkey;;Ochlerotatus caspius;Culicidae;;05-07-2012;0.05;34.1;21.3
KC290938;Turkey;Eastern Thrace, Turkey;Turkey;;Ochlerotatus caspius;Culicidae;;05-07-2012;0.05;34.1;21.3
KC290939;Turkey;Eastern Thrace, Turkey;Turkey;;Ochlerotatus caspius;Culicidae;;05-07-2012;0.05;34.1;21.3
OZ201346;USA;USA:Connecticut;USA;CT;Ochlerotatus taeniorhynchus;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201882;USA;USA:Connecticut;USA;CT;Ochlerotatus triseriatus;Culicidae;;25-07-2018;5.25;29;17.9
MK251053;Turkey;Northern Anatolia, Turkey;Turkey;;Aedes albopictus;Culicidae;;05-07-2017;0.41;27.8;16
OZ201650;USA;USA:Connecticut;USA;CT;Aedes japonicus;Culicidae;;01-08-2018;5.8;28.6;18.9
OZ201761;USA;USA:Connecticut;USA;CT;Coquillettidia perturbans;Culicidae;;29-08-2019;4.29;27.5;15.9
OZ201572;USA;USA:Connecticut;USA;CT;Coquillettidia perturbans;Culicidae;;03-09-2019;1.89;23.9;11.5
MW160846;Austria;Austria: Vienna International Airport;Austria;;Culex pipiens;Culicidae;;16-08-2018;1.9;30.2;17.9
MW160847;Austria;Austria: Vienna International Airport;Austria;;Culex pipiens;Culicidae;;16-08-2018;1.9;30.2;17.9
MW160848;Austria;Austria: Vienna International Airport;Austria;;Culex pipiens;Culicidae;;22-08-2018;1.9;30.2;17.9
MW160849;Austria;Austria: Vienna International Airport;Austria;;Culex pipiens;Culicidae;;22-08-2018;1.9;30.2;17.9
KJ433839;Turkey;MERSIN, Turkey;Turkey;;Culex pipiens;Culicidae;;01-09-2011;0.66;31.1;25.4
OQ725908;Germany;Germany: Thuringia;Germany;;Culex pipiens;Culicidae;;25-07-2022;0.93;25.8;12.8
OQ725909;Germany;Germany: Thuringia;Germany;;Culex pipiens;Culicidae;;18-08-2022;0.71;26.8;13.5
MW751844;Serbia;Serbia: Sombor;Serbia;;Culex pipiens;Culicidae;;12-07-2018;3.2;27;17.1
MW751845;Serbia;Serbia: Opovo;Serbia;;Culex pipiens;Culicidae;;12-07-2018;2.11;27.9;18.6
MW751846;Serbia;Serbia: Subotica;Serbia;;Culex pipiens;Culicidae;;12-07-2018;3.2;27;17.1
OQ721461;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;22-08-2016;0.78;29.1;12.7
OQ721416;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;12-09-2016;0.19;26.4;9.7
OQ721243;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;17-07-2017;0.96;31.8;15.5
OQ721233;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;31-07-2017;0.96;31.8;15.5
OQ721158;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;07-08-2017;2.38;28;12.9
OQ721433;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;09-07-2018;2.22;30.8;15.1
OQ721164;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;06-08-2018;0.28;29.4;13.3
OQ721810;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;06-08-2018;0.28;29.4;13.3
OQ721150;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;13-08-2018;0.28;29.4;13.3
OQ721825;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;20-08-2018;0.28;29.4;13.3
OQ721250;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;10-08-2015;0.69;;
OQ721565;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;17-08-2015;0.69;;
OQ721210;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;24-08-2015;0.69;;
OQ721221;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;24-08-2015;0.69;;
OQ721505;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;24-08-2015;0.69;;
OQ721541;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;24-08-2015;0.69;;
OQ721524;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;31-08-2015;0.69;;
OQ721408;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;07-09-2015;0.2;;
OQ721342;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;14-09-2015;0.2;;
OQ721780;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;14-09-2015;0.2;;
OQ721687;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;25-07-2016;0.91;31.8;15.3
OQ721256;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;08-08-2016;0.78;29.1;12.7
OQ721469;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;08-08-2016;0.78;29.1;12.7
OQ721614;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;08-08-2016;0.78;29.1;12.7
OQ721327;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;15-08-2016;0.78;29.1;12.7
OQ721514;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;15-08-2016;0.78;29.1;12.7
OQ721253;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;22-08-2016;0.78;29.1;12.7
OZ201806;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;24-07-2018;5.25;29;17.9
OZ201809;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;24-07-2018;5.25;29;17.9
OZ201516;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;25-07-2018;5.25;29;17.9
OZ201530;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;25-07-2018;5.25;29;17.9
OZ201883;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;25-07-2018;5.25;29;17.9
OZ201886;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;25-07-2018;5.25;29;17.9
OZ201475;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;26-07-2018;5.25;29;17.9
OZ201498;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;26-07-2018;5.25;29;17.9
OZ201502;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;26-07-2018;5.25;29;17.9
OZ201504;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;26-07-2018;5.25;29;17.9
OZ201510;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;26-07-2018;5.25;29;17.9
OZ201514;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;26-07-2018;5.25;29;17.9
OZ201523;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;26-07-2018;5.25;29;17.9
OZ201490;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-07-2018;5.25;29;17.9
OZ201508;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-07-2018;5.25;29;17.9
OZ201519;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;30-07-2018;5.25;29;17.9
OZ201427;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;31-07-2018;5.25;29;17.9
OZ201436;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;31-07-2018;5.25;29;17.9
OZ201453;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;31-07-2018;5.25;29;17.9
OZ201481;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;31-07-2018;5.25;29;17.9
OZ201483;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;31-07-2018;5.25;29;17.9
OZ201492;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;31-07-2018;5.25;29;17.9
OZ201681;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;31-07-2018;5.25;29;17.9
OZ201684;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;31-07-2018;5.25;29;17.9
OZ201686;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;31-07-2018;5.25;29;17.9
OZ201469;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;01-08-2018;5.8;28.6;18.9
OZ201484;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;01-08-2018;5.8;28.6;18.9
OZ201494;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;01-08-2018;5.8;28.6;18.9
OZ201683;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;01-08-2018;5.8;28.6;18.9
OZ201693;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;01-08-2018;5.8;28.6;18.9
OZ201428;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;02-08-2018;5.8;28.6;18.9
OZ201431;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;02-08-2018;5.8;28.6;18.9
OZ201435;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;02-08-2018;5.8;28.6;18.9
OZ201605;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;02-08-2018;5.8;28.6;18.9
OZ201666;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;02-08-2018;5.8;28.6;18.9
OZ201669;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;02-08-2018;5.8;28.6;18.9
OZ201682;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;02-08-2018;5.8;28.6;18.9
OZ201334;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;06-08-2018;5.8;28.6;18.9
OZ201756;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;06-08-2018;5.8;28.6;18.9
OZ201512;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201526;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201578;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201581;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201586;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201752;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201753;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201754;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201755;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201874;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201880;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201317;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;09-08-2018;5.8;28.6;18.9
OZ201321;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;09-08-2018;5.8;28.6;18.9
OZ201400;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;09-08-2018;5.8;28.6;18.9
EF631129;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;21-07-2005;2.26;24.7;15
EF631132;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;21-07-2005;2.26;24.7;15
EF631133;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;21-07-2005;2.26;24.7;15
EF631134;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;21-07-2005;2.26;24.7;15
EF631135;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;21-07-2005;2.26;24.7;15
EF631045;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;26-07-2005;2.26;24.7;15
EF631046;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;26-07-2005;2.26;24.7;15
EF631047;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;26-07-2005;2.26;24.7;15
EF631048;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;26-07-2005;2.26;24.7;15
EF631083;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;26-07-2005;2.26;24.7;15
EF631084;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;26-07-2005;2.26;24.7;15
EF631085;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;26-07-2005;2.26;24.7;15
EF631086;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;26-07-2005;2.26;24.7;15
EF631088;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;26-07-2005;2.26;24.7;15
EF631089;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;26-07-2005;2.26;24.7;15
EF631090;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;26-07-2005;2.26;24.7;15
EF631091;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;26-07-2005;2.26;24.7;15
EF631092;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;26-07-2005;2.26;24.7;15
EF631094;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;26-07-2005;2.26;24.7;15
EF631096;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;26-07-2005;2.26;24.7;15
EF631060;USA;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;28-07-2005;2.26;24.7;15
