Accession;Organism_Name;GenBank_RefSeq;Assembly;Org_location;Release_Date;Isolate;Species;Length;Nuc_Completeness;Geo_Location;Country;USA;Host;Tissue_Specimen_Source;Collection_Date
HA072777;West Nile virus;GenBank;set:HA072777;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072778;West Nile virus;GenBank;set:HA072778;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072779;West Nile virus;GenBank;set:HA072779;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072780;West Nile virus;GenBank;set:HA072780;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072781;West Nile virus;GenBank;set:HA072781;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072782;West Nile virus;GenBank;set:HA072782;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072783;West Nile virus;GenBank;set:HA072783;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072784;West Nile virus;GenBank;set:HA072784;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072785;West Nile virus;GenBank;set:HA072785;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072786;West Nile virus;GenBank;set:HA072786;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072787;West Nile virus;GenBank;set:HA072787;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072788;West Nile virus;GenBank;set:HA072788;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072789;West Nile virus;GenBank;set:HA072789;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072790;West Nile virus;GenBank;set:HA072790;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072791;West Nile virus;GenBank;set:HA072791;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072792;West Nile virus;GenBank;set:HA072792;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072793;West Nile virus;GenBank;set:HA072793;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072794;West Nile virus;GenBank;set:HA072794;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072795;West Nile virus;GenBank;set:HA072795;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072796;West Nile virus;GenBank;set:HA072796;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072797;West Nile virus;GenBank;set:HA072797;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072798;West Nile virus;GenBank;set:HA072798;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072799;West Nile virus;GenBank;set:HA072799;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072800;West Nile virus;GenBank;set:HA072800;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072801;West Nile virus;GenBank;set:HA072801;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072802;West Nile virus;GenBank;set:HA072802;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072803;West Nile virus;GenBank;set:HA072803;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072804;West Nile virus;GenBank;set:HA072804;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072805;West Nile virus;GenBank;set:HA072805;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072806;West Nile virus;GenBank;set:HA072806;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072807;West Nile virus;GenBank;set:HA072807;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072808;West Nile virus;GenBank;set:HA072808;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072809;West Nile virus;GenBank;set:HA072809;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072810;West Nile virus;GenBank;set:HA072810;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072811;West Nile virus;GenBank;set:HA072811;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072812;West Nile virus;GenBank;set:HA072812;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072813;West Nile virus;GenBank;set:HA072813;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072814;West Nile virus;GenBank;set:HA072814;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072815;West Nile virus;GenBank;set:HA072815;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072816;West Nile virus;GenBank;set:HA072816;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072817;West Nile virus;GenBank;set:HA072817;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072818;West Nile virus;GenBank;set:HA072818;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072819;West Nile virus;GenBank;set:HA072819;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072820;West Nile virus;GenBank;set:HA072820;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072821;West Nile virus;GenBank;set:HA072821;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072822;West Nile virus;GenBank;set:HA072822;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072823;West Nile virus;GenBank;set:HA072823;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072824;West Nile virus;GenBank;set:HA072824;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072825;West Nile virus;GenBank;set:HA072825;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072826;West Nile virus;GenBank;set:HA072826;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072827;West Nile virus;GenBank;set:HA072827;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072828;West Nile virus;GenBank;set:HA072828;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072829;West Nile virus;GenBank;set:HA072829;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072830;West Nile virus;GenBank;set:HA072830;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072831;West Nile virus;GenBank;set:HA072831;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072832;West Nile virus;GenBank;set:HA072832;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072833;West Nile virus;GenBank;set:HA072833;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072834;West Nile virus;GenBank;set:HA072834;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072835;West Nile virus;GenBank;set:HA072835;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072836;West Nile virus;GenBank;set:HA072836;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072837;West Nile virus;GenBank;set:HA072837;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072838;West Nile virus;GenBank;set:HA072838;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072839;West Nile virus;GenBank;set:HA072839;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072840;West Nile virus;GenBank;set:HA072840;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072841;West Nile virus;GenBank;set:HA072841;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072842;West Nile virus;GenBank;set:HA072842;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072843;West Nile virus;GenBank;set:HA072843;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072844;West Nile virus;GenBank;set:HA072844;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072845;West Nile virus;GenBank;set:HA072845;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072846;West Nile virus;GenBank;set:HA072846;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072847;West Nile virus;GenBank;set:HA072847;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072848;West Nile virus;GenBank;set:HA072848;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072849;West Nile virus;GenBank;set:HA072849;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072850;West Nile virus;GenBank;set:HA072850;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072851;West Nile virus;GenBank;set:HA072851;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072852;West Nile virus;GenBank;set:HA072852;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072853;West Nile virus;GenBank;set:HA072853;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072854;West Nile virus;GenBank;set:HA072854;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072855;West Nile virus;GenBank;set:HA072855;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072856;West Nile virus;GenBank;set:HA072856;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072857;West Nile virus;GenBank;set:HA072857;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072858;West Nile virus;GenBank;set:HA072858;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072859;West Nile virus;GenBank;set:HA072859;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072860;West Nile virus;GenBank;set:HA072860;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072861;West Nile virus;GenBank;set:HA072861;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072862;West Nile virus;GenBank;set:HA072862;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072863;West Nile virus;GenBank;set:HA072863;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072864;West Nile virus;GenBank;set:HA072864;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072865;West Nile virus;GenBank;set:HA072865;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072866;West Nile virus;GenBank;set:HA072866;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072867;West Nile virus;GenBank;set:HA072867;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072868;West Nile virus;GenBank;set:HA072868;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072869;West Nile virus;GenBank;set:HA072869;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072870;West Nile virus;GenBank;set:HA072870;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072871;West Nile virus;GenBank;set:HA072871;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072872;West Nile virus;GenBank;set:HA072872;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072873;West Nile virus;GenBank;set:HA072873;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072874;West Nile virus;GenBank;set:HA072874;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072875;West Nile virus;GenBank;set:HA072875;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072876;West Nile virus;GenBank;set:HA072876;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072877;West Nile virus;GenBank;set:HA072877;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072878;West Nile virus;GenBank;set:HA072878;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072879;West Nile virus;GenBank;set:HA072879;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072880;West Nile virus;GenBank;set:HA072880;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072881;West Nile virus;GenBank;set:HA072881;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072882;West Nile virus;GenBank;set:HA072882;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072883;West Nile virus;GenBank;set:HA072883;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072884;West Nile virus;GenBank;set:HA072884;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072885;West Nile virus;GenBank;set:HA072885;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072886;West Nile virus;GenBank;set:HA072886;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072887;West Nile virus;GenBank;set:HA072887;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072888;West Nile virus;GenBank;set:HA072888;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072889;West Nile virus;GenBank;set:HA072889;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072890;West Nile virus;GenBank;set:HA072890;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072891;West Nile virus;GenBank;set:HA072891;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072892;West Nile virus;GenBank;set:HA072892;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072893;West Nile virus;GenBank;set:HA072893;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072894;West Nile virus;GenBank;set:HA072894;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072895;West Nile virus;GenBank;set:HA072895;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072896;West Nile virus;GenBank;set:HA072896;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072897;West Nile virus;GenBank;set:HA072897;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072898;West Nile virus;GenBank;set:HA072898;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072899;West Nile virus;GenBank;set:HA072899;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072900;West Nile virus;GenBank;set:HA072900;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072901;West Nile virus;GenBank;set:HA072901;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072902;West Nile virus;GenBank;set:HA072902;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072903;West Nile virus;GenBank;set:HA072903;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072904;West Nile virus;GenBank;set:HA072904;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072905;West Nile virus;GenBank;set:HA072905;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072906;West Nile virus;GenBank;set:HA072906;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072907;West Nile virus;GenBank;set:HA072907;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072908;West Nile virus;GenBank;set:HA072908;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072909;West Nile virus;GenBank;set:HA072909;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072910;West Nile virus;GenBank;set:HA072910;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072911;West Nile virus;GenBank;set:HA072911;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072912;West Nile virus;GenBank;set:HA072912;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072913;West Nile virus;GenBank;set:HA072913;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072914;West Nile virus;GenBank;set:HA072914;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072915;West Nile virus;GenBank;set:HA072915;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072916;West Nile virus;GenBank;set:HA072916;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072917;West Nile virus;GenBank;set:HA072917;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072918;West Nile virus;GenBank;set:HA072918;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072919;West Nile virus;GenBank;set:HA072919;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072920;West Nile virus;GenBank;set:HA072920;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072921;West Nile virus;GenBank;set:HA072921;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072922;West Nile virus;GenBank;set:HA072922;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072923;West Nile virus;GenBank;set:HA072923;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072924;West Nile virus;GenBank;set:HA072924;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072925;West Nile virus;GenBank;set:HA072925;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072926;West Nile virus;GenBank;set:HA072926;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072927;West Nile virus;GenBank;set:HA072927;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072928;West Nile virus;GenBank;set:HA072928;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072929;West Nile virus;GenBank;set:HA072929;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072930;West Nile virus;GenBank;set:HA072930;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072931;West Nile virus;GenBank;set:HA072931;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072932;West Nile virus;GenBank;set:HA072932;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072933;West Nile virus;GenBank;set:HA072933;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072934;West Nile virus;GenBank;set:HA072934;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072935;West Nile virus;GenBank;set:HA072935;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072936;West Nile virus;GenBank;set:HA072936;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072937;West Nile virus;GenBank;set:HA072937;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072938;West Nile virus;GenBank;set:HA072938;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072939;West Nile virus;GenBank;set:HA072939;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072940;West Nile virus;GenBank;set:HA072940;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072941;West Nile virus;GenBank;set:HA072941;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072942;West Nile virus;GenBank;set:HA072942;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072943;West Nile virus;GenBank;set:HA072943;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072944;West Nile virus;GenBank;set:HA072944;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072945;West Nile virus;GenBank;set:HA072945;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072946;West Nile virus;GenBank;set:HA072946;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072947;West Nile virus;GenBank;set:HA072947;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072948;West Nile virus;GenBank;set:HA072948;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072949;West Nile virus;GenBank;set:HA072949;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072950;West Nile virus;GenBank;set:HA072950;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072951;West Nile virus;GenBank;set:HA072951;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072952;West Nile virus;GenBank;set:HA072952;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072953;West Nile virus;GenBank;set:HA072953;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072954;West Nile virus;GenBank;set:HA072954;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072955;West Nile virus;GenBank;set:HA072955;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072956;West Nile virus;GenBank;set:HA072956;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072957;West Nile virus;GenBank;set:HA072957;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072958;West Nile virus;GenBank;set:HA072958;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072959;West Nile virus;GenBank;set:HA072959;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072960;West Nile virus;GenBank;set:HA072960;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072961;West Nile virus;GenBank;set:HA072961;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072962;West Nile virus;GenBank;set:HA072962;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072963;West Nile virus;GenBank;set:HA072963;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072964;West Nile virus;GenBank;set:HA072964;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072965;West Nile virus;GenBank;set:HA072965;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072966;West Nile virus;GenBank;set:HA072966;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072967;West Nile virus;GenBank;set:HA072967;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072968;West Nile virus;GenBank;set:HA072968;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072969;West Nile virus;GenBank;set:HA072969;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072970;West Nile virus;GenBank;set:HA072970;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072971;West Nile virus;GenBank;set:HA072971;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072972;West Nile virus;GenBank;set:HA072972;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072973;West Nile virus;GenBank;set:HA072973;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072974;West Nile virus;GenBank;set:HA072974;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072975;West Nile virus;GenBank;set:HA072975;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072976;West Nile virus;GenBank;set:HA072976;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072977;West Nile virus;GenBank;set:HA072977;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072978;West Nile virus;GenBank;set:HA072978;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072979;West Nile virus;GenBank;set:HA072979;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072980;West Nile virus;GenBank;set:HA072980;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072981;West Nile virus;GenBank;set:HA072981;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072982;West Nile virus;GenBank;set:HA072982;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072983;West Nile virus;GenBank;set:HA072983;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072984;West Nile virus;GenBank;set:HA072984;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072985;West Nile virus;GenBank;set:HA072985;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072986;West Nile virus;GenBank;set:HA072986;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072987;West Nile virus;GenBank;set:HA072987;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072988;West Nile virus;GenBank;set:HA072988;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072989;West Nile virus;GenBank;set:HA072989;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072990;West Nile virus;GenBank;set:HA072990;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072991;West Nile virus;GenBank;set:HA072991;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072992;West Nile virus;GenBank;set:HA072992;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072993;West Nile virus;GenBank;set:HA072993;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072994;West Nile virus;GenBank;set:HA072994;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072995;West Nile virus;GenBank;set:HA072995;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072996;West Nile virus;GenBank;set:HA072996;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072997;West Nile virus;GenBank;set:HA072997;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072998;West Nile virus;GenBank;set:HA072998;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA072999;West Nile virus;GenBank;set:HA072999;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073000;West Nile virus;GenBank;set:HA073000;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073001;West Nile virus;GenBank;set:HA073001;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073002;West Nile virus;GenBank;set:HA073002;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073003;West Nile virus;GenBank;set:HA073003;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073004;West Nile virus;GenBank;set:HA073004;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073005;West Nile virus;GenBank;set:HA073005;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073006;West Nile virus;GenBank;set:HA073006;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073007;West Nile virus;GenBank;set:HA073007;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073008;West Nile virus;GenBank;set:HA073008;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073009;West Nile virus;GenBank;set:HA073009;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073010;West Nile virus;GenBank;set:HA073010;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073011;West Nile virus;GenBank;set:HA073011;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073012;West Nile virus;GenBank;set:HA073012;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073013;West Nile virus;GenBank;set:HA073013;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073014;West Nile virus;GenBank;set:HA073014;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073015;West Nile virus;GenBank;set:HA073015;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073016;West Nile virus;GenBank;set:HA073016;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073017;West Nile virus;GenBank;set:HA073017;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073018;West Nile virus;GenBank;set:HA073018;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA073019;West Nile virus;GenBank;set:HA073019;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
